"UniqueID","SiteID","Longitude","Latitude","puntos10","puntos11","puntos12"
4,594,-80.75,82.83493644,-43.4000015258789,-432.399993896484,70
5,595,-79.25,82.83493644,-60.9500007629395,-446.399993896484,112.900001525879
6,596,-77.75,82.83493644,-55.1500015258789,-432.149993896484,105.25
7,597,-76.25,82.83493644,-67.5999984741211,-439.600006103516,135.899993896484
11,698,-86,82.40192356,-37.5999984741211,-443.049987792969,60.7000007629395
12,699,-84.5,82.40192356,-38.0499992370605,-440.049987792969,60.5999984741211
14,701,-81.5,82.40192356,-71.4000015258789,-467.399993896484,147.449996948242
15,702,-80,82.40192356,-47.2999992370605,-431.299987792969,82.0999984741211
16,703,-78.5,82.40192356,-100.949996948242,-488.950012207031,257.899993896484
17,704,-77,82.40192356,-107.599998474121,-490.049987792969,292.450012207031
21,803,-88.25,81.968911,-46.1500015258789,-450.600006103516,78.25
22,804,-86.75,81.968911,-47.5999984741211,-455.600006103516,84.5999984741211
23,805,-85.25,81.968911,-42.5,-447.5,75.1500015258789
24,806,-83.75,81.968911,-56.9500007629395,-459.950012207031,108.150001525879
25,807,-82.25,81.968911,-67.4000015258789,-464.850006103516,136.600006103516
26,808,-80.75,81.968911,-56.2999992370605,-444.299987792969,103.150001525879
27,809,-79.25,81.968911,-50.2999992370605,-430.850006103516,89.5999984741211
28,810,-77.75,81.968911,-101.400001525879,-484.399993896484,263.5
29,811,-76.25,81.968911,-101.400001525879,-476.5,265.799987792969
33,910,-89,81.53589844,-49.7999992370605,-450.25,90.3499984741211
34,911,-87.5,81.53589844,-49.1500015258789,-455.149993896484,92.9000015258789
35,912,-86,81.53589844,-55.5,-463.5,105.800003051758
36,913,-84.5,81.53589844,-70.8499984741211,-478.399993896484,154.800003051758
37,914,-83,81.53589844,-85.3000030517578,-488.299987792969,199.350006103516
38,915,-81.5,81.53589844,-100.199996948242,-499.200012207031,255.449996948242
39,916,-80,81.53589844,-110.099998474121,-503.649993896484,291.75
40,917,-78.5,81.53589844,-77.75,-457.75,174.350006103516
41,918,-77,81.53589844,-82.8499984741211,-456.850006103516,190.300003051758
42,919,-75.5,81.53589844,-83.8499984741211,-449.850006103516,195.050003051758
45,1013,-94.25,81.10288556,-51.4000015258789,-435.399993896484,70.0999984741211
46,1014,-92.75,81.10288556,-52.1500015258789,-438.149993896484,74.0999984741211
48,1016,-89.75,81.10288556,-47.4500007629395,-443.450012207031,87.0999984741211
49,1017,-88.25,81.10288556,-44.3499984741211,-445.799987792969,88.4499969482422
50,1018,-86.75,81.10288556,-37.5999984741211,-441.600006103516,71.3499984741211
51,1019,-85.25,81.10288556,-50.8499984741211,-456.299987792969,99.9000015258789
52,1020,-83.75,81.10288556,-53.2000007629395,-452.200012207031,106.449996948242
53,1021,-82.25,81.10288556,-67.6500015258789,-461.649993896484,141.199996948242
54,1022,-80.75,81.10288556,-83.0999984741211,-473.100006103516,189.600006103516
55,1023,-79.25,81.10288556,-42.6500015258789,-417.100006103516,78
56,1024,-77.75,81.10288556,-71.6500015258789,-445.200012207031,153.050003051758
57,1025,-76.25,81.10288556,-61.75,-425.299987792969,128.149993896484
