"UniqueID","SiteID","Longitude","Latitude","puntos10","puntos11","puntos12"
4,594,-80.75,82.83493644,50.1478271484375,-386.200012207031,90.6608657836914
5,595,-79.25,82.83493644,31.4260864257812,-406.22607421875,139.826080322266
6,596,-77.75,82.83493644,37.7043495178223,-395.252166748047,127.800003051758
7,597,-76.25,82.83493644,25.5652179718018,-403.252166748047,157.660873413086
11,698,-86,82.40192356,52.1217384338379,-397.782623291016,85.7130432128906
14,701,-81.5,82.40192356,27.3130435943604,-422.060882568359,171.24348449707
15,702,-80,82.40192356,53.7565231323242,-387.060882568359,105.965217590332
16,703,-78.5,82.40192356,-3.40869569778442,-451.669555664062,287.40869140625
17,704,-77,82.40192356,-10.991304397583,-456.834777832031,319.686950683594
21,803,-88.25,81.968911,39.8173904418945,-405.643463134766,100.130432128906
22,804,-86.75,81.968911,43.8434791564941,-410.643463134766,108.991302490234
23,805,-85.25,81.968911,51.2869567871094,-407.086944580078,106.739128112793
24,806,-83.75,81.968911,44.8956527709961,-414.921752929688,137.156524658203
25,807,-82.25,81.968911,39.9217376708984,-415.756530761719,156.686950683594
26,808,-80.75,81.968911,47.3391304016113,-402.643463134766,135.600006103516
27,809,-79.25,81.968911,54.2000007629395,-389.504333496094,117.434783935547
28,810,-77.75,81.968911,3.33913040161133,-445.947814941406,283.826080322266
29,811,-76.25,81.968911,-0.965217411518097,-442.113037109375,293.156524658203
33,910,-89,81.53589844,36.9565200805664,-407.086944580078,111.991302490234
34,911,-87.5,81.53589844,39.4000015258789,-413.947814941406,124.321739196777
35,912,-86,81.53589844,43.4521751403809,-418.782623291016,134.017395019531
36,913,-84.5,81.53589844,33.3391304016113,-434.782623291016,183.878265380859
37,914,-83,81.53589844,22.6434783935547,-444.060882568359,231.321731567383
38,915,-81.5,81.53589844,10.0869569778442,-454.339141845703,285.460876464844
39,916,-80,81.53589844,-0.052173912525177,-461.060882568359,327.069580078125
40,917,-78.5,81.53589844,29.6434783935547,-420.947814941406,207.182601928711
41,918,-77,81.53589844,17.8956527709961,-428.417388916016,241.426086425781
42,919,-75.5,81.53589844,16.8956527709961,-415.391296386719,232.234786987305
45,1013,-94.25,81.10288556,22.3478260040283,-395.22607421875,91.5739135742188
46,1014,-92.75,81.10288556,26.0695648193359,-398.669555664062,96.4347839355469
48,1016,-89.75,81.10288556,38.3739128112793,-403.252166748047,111.156524658203
49,1017,-88.25,81.10288556,46.4000015258789,-403.808685302734,114.156524658203
51,1019,-85.25,81.10288556,51.6173896789551,-416.365203857422,139.930435180664
