"UniqueID","SiteID","Longitude","Latitude","puntos10","puntos11","puntos12"
4,594,-80.75,82.83493644,38.4000015258789,-394.600006103516,89.1999969482422
5,595,-79.25,82.83493644,19.7999992370605,-414.200012207031,138
6,596,-77.75,82.83493644,26.2000007629395,-402.799987792969,126.400001525879
7,597,-76.25,82.83493644,14,-410.799987792969,156.199996948242
11,698,-86,82.40192356,40.7999992370605,-406,83.4000015258789
14,701,-81.5,82.40192356,15.1999998092651,-430.399993896484,169.600006103516
15,702,-80,82.40192356,41.4000015258789,-395.399993896484,104.199996948242
16,703,-78.5,82.40192356,-15.3999996185303,-459.399993896484,285.399993896484
17,704,-77,82.40192356,-22.7999992370605,-464.200012207031,317.799987792969
21,803,-88.25,81.968911,28.7999992370605,-413.799987792969,98
22,804,-86.75,81.968911,32.4000015258789,-418.799987792969,106.800003051758
23,805,-85.25,81.968911,39.5999984741211,-415,104
24,806,-83.75,81.968911,32.5999984741211,-423.200012207031,134.600006103516
25,807,-82.25,81.968911,27.2000007629395,-424.399993896484,154.800003051758
26,808,-80.75,81.968911,34.7999992370605,-410.799987792969,132.800003051758
27,809,-79.25,81.968911,41.5999984741211,-397.600006103516,115
28,810,-77.75,81.968911,-9.19999980926514,-453.799987792969,282
29,811,-76.25,81.968911,-13.1999998092651,-449.600006103516,290.600006103516
33,910,-89,81.53589844,26,-415,109.800003051758
34,911,-87.5,81.53589844,28.2000007629395,-421.799987792969,121.400001525879
35,912,-86,81.53589844,31.3999996185303,-427,131.399993896484
36,913,-84.5,81.53589844,20.7999992370605,-443,181.199996948242
37,914,-83,81.53589844,9.80000019073486,-452.399993896484,228.399993896484
38,915,-81.5,81.53589844,-3,-462.799987792969,282.600006103516
39,916,-80,81.53589844,-13.1999998092651,-469.399993896484,323.600006103516
40,917,-78.5,81.53589844,16.7999992370605,-428.799987792969,204.199996948242
41,918,-77,81.53589844,5.59999990463257,-435.600006103516,236.800003051758
42,919,-75.5,81.53589844,4.59999990463257,-423,228.399993896484
